genre,genre_autre,age,diplome,diplome_autre,situation_professionnelle,csp,compo_menage,compo_menage_autre,nb_pers_menage,nb_enfants_menage,nb_enfants_menage_14,date_der_dep_vtc,der_dep_vtc_agglo_res_on,agglo_der_dep,agglo_der_dep_autre,app_der_dep_vtc_on,app_der_dep_vtc,app_der_dep_vtc_autre,prix_estime_trajet_vtc_20min,avis_prix_estime_trajet_vtc_20min,prix_estime_trajet_taxi_20min,avis_prix_estime_trajet_taxi_20min,nb_voitures,nb_voitures_hybride_ou_elec,nb_2rm,nb_velo_meca,nb_velo_elec,nb_trot_meca,nb_trot_elec,permis_conduire_1,permis_conduire_2,temps_marche_bus,temps_marche_tram,temps_marche_metro,temps_marche_gare,abo_tc,velo_trott_lld,vtc_dispo,taxi_dispo,freq_marche,freq_vp_cond,freq_vp_passager,freq_voit_loc,freq_drm_perso,freq_drm_partage,freq_velo_perso,freq_velo_partage,freq_trott_partage,freq_tc,freq_taxi,freq_vtc,freq_maas,motif_der_dep_vtc,motif_der_dep_vtc_autre,prix_der_dep_vtc,duree_der_dep_vtc,quels_modes_de_transport_avez-vous_utili1,quels_modes_de_transport_avez-vous_utili2,quels_modes_de_transport_avez-vous_utili3,quels_modes_de_transport_avez-vous_autre,renoncement_der_dep_vtc,report_modal_der_dep_vtc,report_modal_der_dep_vtc_autre,raison_vtc_der_dep_vtc1,raison_vtc_der_dep_vtc2,raison_vtc_der_dep_vtc3,raison_vtc_der_dep_vtc_autre,raison_non_usage_vtc1,raison_non_usage_vtc2,raison_non_usage_vtc3,raison_non_usage_vtc_autre,raison_non_usage_vtc_depuis_der_dep1,raison_non_usage_vtc_depuis_der_dep2,raison_non_usage_vtc_depuis_der_dep3,raison_non_usage_vtc_depuis_der_de_autre,mauvaise_exp1,mauvaise_exp2,mauvaise_exp3,mauvaise_exp_autre,trajet_domtrav_dometudes,accompagnement_proche,visite_proche,dep_pro,loisir,aeroport,gare_ou_tc,voyage_mode_principal,courses_ou_achats,courses_conventionnees,demarches_admin,raisons_usagevtc_potentiel1,raisons_usagevtc_potentiel2,raisons_usagevtc_potentiel3,raisons_usagevtc_potentiel_autre,services_vtc_potentiels1,services_vtc_potentiels2,services_vtc_potentiels3,services_vtc_potentiels_autre,date_der_dep_taxi,lieu_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc_autre,prix_der_dep_taxi_jamaisvtc,duree_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_pasvtc_res,motif_der_dep_taxi_pasvtc_res_autre,prix_der_dep_taxi_pasvtc_res,duree_der_dep_taxi_pasvtc_res,future_mobilite_envisagee,future_mobilite_envisagee_autre,demotorisation_potentielle,raison_demoto_circulation,raison_demoto_stationnement,raison_demoto_changement,raison_demoto_moyens_financiers,raison_demoto_panne_ou_trop_vieux,raison_demoto_pref_tc,raison_demoto_pref_velo_ou_marche,raison_demoto_pref_taxi_ou_vtc,raison_demoto_pref_mobilite_partagee,demenagement_potentiel,aire_urbaine_demenagement_potentiel,situation_agglo_demenagement_potentiel,situation_agglo_demenagement_poten_autre,tc_destination_demenagement_potentiel,zfe_on,zfe_adaptation1,zfe_adaptation2,zfe_adaptation3,zfe_adaptation_autre,revenus,cat_csp,cat_age,cat_aire_urbaine,poids_redressement
Une femme,,60,Bac + 3 (Licence),,Actif.ve à temps partiel (-32 h / semaine),Agriculteur.ice,En couple sans enfant,,,,,Je n'en ai jamais utilisé,,,,,,,20,Adéquat,40,Elevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 10 et 15 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Non,Non,"Oui, tout le temps",Oui,Jamais,Tous les jours ou presque,2 à 3 fois par semaine,Jamais,,,Moins d'une fois par mois,Jamais,Jamais,Moins d'une fois par mois,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,,,,,,,,,,,,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Souvent,Souvent,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,Si aucune autre offre de transport n'est disponible seulement,,,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Je ne sais pas,,,,,Je ne souhaite pas répondre,Agriculteur.ice,60 ans et plus,Aire urbaine de plus de 200 000 habitants (hors Paris),0.571499153
Un homme,,29,Baccalauréat,,Sans activité professionnelle,,Autre,parents,3.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,10,Elevé,25,Très élevé,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Non,Non,Non,Je ne sais pas,Jamais,2 à 3 fois par semaine,2 à 3 fois par mois,Jamais,,,Moins d'une fois par mois,Jamais,Jamais,Jamais,Jamais,Jamais,2 à 3 fois par mois,,,,,,,,,,,,,,,,Le service est trop cher,,,,,,,,,,,,Jamais,Exceptionnellement,Jamais,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Service de meilleure qualité par rapport à d'autres moyens de transport,Service de meilleur rapport qualité/prix par rapport aux taxis,,,Acceptation des animaux à bord,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Je ne sais pas,Aire urbaine de 100 000 à 200 000 habitants,En deuxième couronne d'une agglomération,,Mieux desservie,Non,,,,,Je ne souhaite pas répondre,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),1.209308277
Un homme,,26,"Bac +2 (BTS, DUT)",,Sans activité professionnelle,,Autre,Chez ma mère,2.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,35,Très élevé,40,Très élevé,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 15 et 20 minutes,Non,Non,Je ne sais pas,Oui,1 fois par semaine,,2 à 3 fois par mois,,,,Moins d'une fois par mois,Jamais,Jamais,1 fois par semaine,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Je ne connais pas ce service,Je préfère d'autres moyens de transport,Le service est trop cher,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,,,,,,,,,,,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,,,,,,,,,,,Je ne sais pas,Aire urbaine de moins de 100 000 habitants,En zone périurbaine d'une agglomération,,Aussi bien desservie,Non,,,,,De 1 000 € à 2 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de moins de 100 000 habitants,1.243389259
Une femme,,25,Baccalauréat,,Sans activité professionnelle,,Autre,Chez mes parents,5.0,0.0,0.0,Il y a plus de 12 mois,Non,Agglomération parisienne,,Je ne sais plus,,,10,Adéquat,10,Adéquat,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Non,Non,Je ne sais pas,Je ne sais pas,2 à 3 fois par semaine,,Jamais,,,,,Jamais,Jamais,1 fois par semaine,Jamais,Jamais,Jamais,Je ne sais plus,,Je ne sais plus,Je ne sais plus,Aucun,,,,Je ne sais pas,,,,,,,,,,,Je préfère d’autres moyens de transport,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Equipement en sièges pour enfants,,,,,,,,,,,,,,Je me déplacerai moins,,,,,,,,,,,,Je ne sais pas,Aire urbaine de Paris,En zone périurbaine d'une agglomération,,Je ne sais pas,Je ne sais pas,,,,,Je ne souhaite pas répondre,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de Paris,1.046426634
Un homme,,33,Bac + 3 (Licence),,Actif.ve à temps plein (+32 h / semaine),Profession intermédiaire,En couple avec enfant(s),,5.0,3.0,3.0,Il y a plus de 12 mois,Non,Agglomération nantaise,,Non,,,80,Très élevé,80,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis A (motos et scooters)","Oui, permis B",Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Non,Non,Je ne sais pas,Oui,2 à 3 fois par mois,Tous les jours ou presque,Jamais,Jamais,,Jamais,2 à 3 fois par semaine,Jamais,Jamais,Jamais,Jamais,Jamais,1 fois par mois,Je ne sais plus,,Je ne sais plus,Entre 20 et 30 minutes,La marche à pied,,,,Non,,,,,,,,,,,Le service est trop cher,,,,,,,,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,A chaque fois,Exceptionnellement,A chaque fois,Jamais,Exceptionnellement,Jamais,Service de meilleure qualité par rapport à d'autres moyens de transport,,,,Equipement en sièges pour enfants,Embarquement d’un vélo ou d’un autre équipement encombrant,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Je ne sais pas,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Plutôt d'accord,Plutôt pas d'accord,Plutôt pas d'accord,Non,,,,,Non,,,,,Je ne souhaite pas répondre,Profession intermédiaire,30-39 ans,Aire urbaine de moins de 100 000 habitants,0.84862183
Une femme,,19,Bac + 3 (Licence),,Etudiant.e,,Autre,Chez mes parents,4.0,2.0,0.0,Il y a moins de 12 mois,Non,Agglomération nantaise,,Oui,Bolt,,15,Elevé,20,Elevé,3 ou plus,Mon ménage ne possède pas ce type de véhicule,1,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Entre 10 et 15 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Oui,Non,Non,Je ne sais pas,Tous les jours ou presque,,Tous les jours ou presque,,,,2 à 3 fois par mois,Jamais,Jamais,Tous les jours ou presque,Jamais,Moins d'une fois par mois,1 fois par semaine,"Faire une sortie de loisir ou culturelle (restaurant, boîte de nuit, complexe sportif, musée, plage…)",,Entre 10 et 15 €,Entre 10 et 15 minutes,La marche à pied,,,,Oui,"Les transports en commun (métro, tram, bus, RER, TER)",,C'était plus rapide,"C'était plus sécurisant (agressions, vols, etc.)",,,,,,,Le service est trop cher,,,,,,,,Exceptionnellement,Exceptionnellement,Exceptionnellement,Souvent,Exceptionnellement,Souvent,Souvent,Souvent,Exceptionnellement,Exceptionnellement,Exceptionnellement,Service de meilleur rapport qualité/prix par rapport aux taxis,Si aucune autre offre de transport n'est disponible seulement,,,Embarquement d’un vélo ou d’un autre équipement encombrant,"Aide au déménagement, pour le transport de mes effets personnels",,,,,,,,,,,,,J'utiliserai davantage les transports en commun,,Non,,,,,,,,,,Oui,Aire urbaine de plus de 200 000 habitants (hors aire urbaine de Paris),En première couronne d'une agglomération,,Mieux desservie,Oui,J’utiliserai davantage les transports en commun,,,,De 5 000 € à 6 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),1.020595013
Une femme,,69,Supérieur à Bac + 5,,Actif.ve à temps partiel (-32 h / semaine),"Cadre, Profession intellectuelle supérieure",En couple sans enfant,,,,,Il y a moins de 12 mois,Non,Agglomération lyonnaise,,Oui,Uber,,20,Adéquat,25,Elevé,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,1,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Entre 5 et 10 minutes,Entre 5 et 10 minutes,Plus de 20 minutes,Non,Non,"Oui, tout le temps",Oui,1 fois par semaine,Jamais,1 fois par semaine,Moins d'une fois par mois,,,Jamais,Jamais,Jamais,1 fois par semaine,1 fois par mois,1 fois par mois,1 fois par semaine,Rejoindre ou quitter une gare/un aéroport/une station de transports en commun,,Entre 5 et 10 €,Entre 10 et 15 minutes,"Le train (TER, Intercités, TGV)",,,,Oui,Une autre offre de VTC (par exemple via une autre application),,"C’était plus pratique (j’avais des bagages, …)","C'était plus sûr (pour arriver à l'heure, pour arriver sans me perdre...)",C'était plus confortable,,,,,,Autre,,,je n'ai pas eu l'occasion de me déplacer,,,,,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Souvent,Souvent,Exceptionnellement,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Service de meilleur rapport qualité/prix par rapport aux taxis,Service de meilleure qualité par rapport à d'autres moyens de transport,,Equipement en sièges pour enfants,Aucun service supplémentaire,Embarquement d’un vélo ou d’un autre équipement encombrant,,,,,,,,,,,,J'utiliserai davantage les services de taxi ou de VTC,,Non,,,,,,,,,,Non,,,,,Oui,,,,,De 7 000 € à 8 000 €,"Cadre, Profession intellectuelle supérieure",60 ans et plus,Aire urbaine de Paris,1.593585906
Un homme,,21,Brevet des collèges,,Etudiant.e,,Autre,avec mes parents et ma soeur,4.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,100,Très élevé,100,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Je ne réside pas dans un lieu pourvu d'un réseau de transports en commun,Non,Je ne sais pas,Non,Tous les jours ou presque,,2 à 3 fois par semaine,,,,Jamais,Jamais,Jamais,Moins d'une fois par mois,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,Je ne connais pas ce service,Le service est trop cher,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Acceptation des animaux à bord,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,Déplacement pour raison médicale remboursé par l’assurance maladie,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 2 000 € à 3 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),1.209308277
Un homme,,63,"Bac +2 (BTS, DUT)",,Actif.ve à temps plein (+32 h / semaine),Profession intermédiaire,En couple avec enfant(s),,3.0,1.0,0.0,Je n'en ai jamais utilisé,,,,,,,30,Elevé,40,Elevé,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis A (motos et scooters)","Oui, permis B",Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Non,Non,Je ne sais pas,Oui,1 fois par mois,,Tous les jours ou presque,Jamais,,Jamais,,Moins d'une fois par mois,Jamais,Jamais,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Je ne connais pas ce service,,,,,,,,,,,,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,,,,,,,,,,,Non,,,,,Non,,,,,De 4 000 à 5 000 €,Profession intermédiaire,60 ans et plus,Aire urbaine de moins de 100 000 habitants,1.825268916
Un homme,,19,Brevet des collèges,,Etudiant.e,,Autre,Parents,4.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,15,Elevé,25,Elevé,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 15 et 20 minutes,Oui,Non,Je ne sais pas,Je ne sais pas,Moins d'une fois par mois,,1 fois par mois,,,,,1 fois par semaine,1 fois par mois,2 à 3 fois par semaine,Moins d'une fois par mois,Moins d'une fois par mois,Tous les jours ou presque,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,,,,,,,,,,,,Exceptionnellement,Jamais,Exceptionnellement,A chaque fois,Exceptionnellement,Souvent,Exceptionnellement,Jamais,Jamais,Souvent,Exceptionnellement,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Je ne sais pas,Aire urbaine de moins de 100 000 habitants,En zone périurbaine d'une agglomération,,Aussi bien desservie,Je ne sais pas,,,,,Je ne souhaite pas répondre,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de Paris,1.239916299
Une femme,,24,Supérieur à Bac + 5,,Etudiant.e,,Seul.e sans enfant,,,,,Je n'en ai jamais utilisé,,,,,,,50,Elevé,60,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis A (motos et scooters)","Oui, permis B",Moins de 5 minutes,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Oui,Non,"Oui, tout le temps",Je ne sais pas,2 à 3 fois par mois,2 à 3 fois par semaine,1 fois par mois,Jamais,,Jamais,,Jamais,Jamais,Tous les jours ou presque,Moins d'une fois par mois,Moins d'une fois par mois,2 à 3 fois par semaine,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,,,,Aucun service supplémentaire,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Oui,J’utiliserai davantage les transports en commun,,,,Moins de 1 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),1.020595013
Un homme,,64,Bac + 5 (Master),,Sans activité professionnelle,,En couple avec enfant(s),,5.0,3.0,3.0,Je n'en ai jamais utilisé,,,,,,,60,Adéquat,100,Elevé,3 ou plus,Mon ménage ne possède pas ce type de véhicule,1,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis A (motos et scooters)","Oui, permis B",Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Je ne réside pas dans un lieu pourvu d'un réseau de transports en commun,Non,Non,Oui,Jamais,Tous les jours ou presque,1 fois par semaine,Jamais,2 à 3 fois par mois,Jamais,Moins d'une fois par mois,Jamais,Jamais,Jamais,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,Je préfère d'autres moyens de transport,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Non,,,,,De 2 000 € à 3 000 €,Inactifs et autres (hors retraités),60 ans et plus,Aire urbaine de moins de 100 000 habitants,2.344157275
Un homme,,45,Baccalauréat,,Actif.ve à temps plein (+32 h / semaine),"Cadre, Profession intellectuelle supérieure",En couple avec enfant(s),,6.0,4.0,1.0,Je n'en ai jamais utilisé,,,,,,,50,Très élevé,50,Très élevé,2,1,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,1,2,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Non,Non,Je ne sais pas,Je ne sais pas,Jamais,Tous les jours ou presque,Jamais,Jamais,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,Le service est trop cher,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer avec mon animal de compagnie,Ça me permet de me déplacer plus facilement en tant que personne à mobilité réduite,,Déplacement pour raison médicale remboursé par l’assurance maladie,Acceptation des animaux à bord,Embarquement d’un vélo ou d’un autre équipement encombrant,,,,,,,,,,,,Je me déplacerai moins,,Non,,,,,,,,,,Je ne sais pas,Hors aire urbaine (zones rurales),,,Je ne sais pas,Je ne sais pas,,,,,Je ne souhaite pas répondre,"Cadre, Profession intellectuelle supérieure",40-49 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.885512884
Une femme,,39,Baccalauréat,,Actif.ve à temps plein (+32 h / semaine),Agriculteur.ice,Seul.e sans enfant,,,,,Je n'en ai jamais utilisé,,,,,,,20,Très élevé,25,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Non,Non,Non,Non,Jamais,Tous les jours ou presque,Jamais,Jamais,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Autre,,,je prefere ma voiture,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Non,,,,,Moins de 1 000 €,Agriculteur.ice,30-39 ans,Aire urbaine entre 100 000 et 200 000 habitants,0.210854578
Un homme,,18,Brevet des collèges,,Etudiant.e,,Autre,Chez mes parents,4.0,1.0,0.0,Je n'en ai jamais utilisé,,,,,,,40,Très élevé,30,Elevé,1,1,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Non,,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Oui,Non,"Oui, tout le temps",Oui,Tous les jours ou presque,,1 fois par semaine,,,,2 à 3 fois par mois,Jamais,Jamais,Tous les jours ou presque,Jamais,Jamais,2 à 3 fois par semaine,,,,,,,,,,,,,,,,Le service est trop cher,Je préfère d'autres moyens de transport,,,,,,,,,,,Exceptionnellement,Exceptionnellement,Exceptionnellement,A chaque fois,Exceptionnellement,Souvent,Souvent,Souvent,Exceptionnellement,Jamais,Exceptionnellement,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer avec mon animal de compagnie,,,Acceptation des animaux à bord,Déplacement pour raison médicale remboursé par l’assurance maladie,Embarquement d’un vélo ou d’un autre équipement encombrant,,,,,,,,,,,,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,Non,,,,,,,,,,Non,,,,,Non,,,,,De 4 000 à 5 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de Paris,1.239916299
